Randomizer Version: 4.6.1
Random Seed: 218158380368997
Settings String: 322AAgEAgSDAYYBiQEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBQAyAAIAFFBva2Vtb24gUGxhdGludW0gKFMp3lSAj+PDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
497|WORMADAM-S   |BUG/GROUND       |  60|  79| 105|  59|  85|  36|Aclimatación| -          |Polvo Plata (rare)
498|WORMADAM-T   |BUG/STEEL        |  60|  69|  95|  69|  95|  36|Descarga    |Corte Fuerte|Polvo Plata (rare)
499|GIRATINA-O   |GHOST/DRAGON     | 150| 120| 100| 120| 100|  90|Robustez    | -          |
500|SHAYMIN-S    |GRASS/FLYING     | 100| 103|  75| 120|  75| 127|Antídoto    | -          |Baya Ziuela (100%)
501|ROTOM-H      |ELECTRIC/GHOST   |  50|  65| 107| 105| 107|  86|Ignorante   | -          |
502|ROTOM-W      |ELECTRIC/GHOST   |  50|  65| 107| 105| 107|  86|Presión     |Sebo        |
503|ROTOM-Fr     |ELECTRIC/GHOST   |  50|  65| 107| 105| 107|  86|Energía Pura|Cura Natural|
504|ROTOM-Fa     |ELECTRIC/GHOST   |  50|  65| 107| 105| 107|  86|Piel Tosca  |Humedad     |
505|ROTOM-M      |ELECTRIC/GHOST   |  50|  65| 107| 105| 107|  86|Caparazón   |Resquicio   |

Move Data: Unchanged.

Pokemon Movesets: Unchanged.

TM Moves: Unchanged.

Move Tutor Moves: Unchanged.

Trainers: Unchanged.

Static Pokemon: Unchanged.

Wild Pokemon: Unchanged.

------------------------------------------------------------------
Randomization of Pokemon Platinum (S) completed.
Time elapsed: 335ms
RNG Calls: 1276
------------------------------------------------------------------

--ROM Diagnostics--
The ROM you loaded is not a clean, official ROM.
Randomizing ROM hacks or bad ROM dumps is not supported and may cause issues.

File name: PokemonPlatino.nds
arm9: 0AEE958E
overlay9_16: 1BBB41F1
overlay9_5: C4A31B48
overlay9_6: 0E93E266
overlay9_73: 0F84AAEE
overlay9_78: 07F2C593
application/zukanlist/zkn_data/zukan_enc_platinum.narc: 2F58506E
arc/encdata_ex.narc: 03FB3F28
battle/skill/sub_seq.narc: B02FF213
fielddata/encountdata/pl_enc_data.narc: 188084F5
fielddata/eventdata/zone_event.narc: D8BB2D84
fielddata/maptable/mapname.bin: 530174B6
fielddata/script/scr_seq.narc: D81D0712
itemtool/itemdata/pl_item_data.narc: 6C977C8F
msgdata/pl_msg.narc: EC46E5D6
poketool/personal/evo.narc: 6711E4B4
poketool/personal/pl_personal.narc: B16A8A01
poketool/personal/pms.narc: C457991B
poketool/personal/wotbl.narc: 977997B9
poketool/pokegra/pl_pokegra.narc: 03BBC013
poketool/trainer/trdata.narc: 2EE9B886
poketool/trainer/trpoke.narc: 739A02EE
poketool/waza/pl_waza_tbl.narc: B2D18230
resource/spa/pokemon_trade/fld_trade.narc: B0A25B9D
